[2026-06-24 14:58:40.949] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.949] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.950] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.950] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.950] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.950] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.950] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.950] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.951] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.951] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.951] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.951] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.952] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.952] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.952] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.952] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.952] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.952] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.952] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.953] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.953] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.953] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.953] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.953] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.953] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.953] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.954] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.954] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.954] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.954] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.954] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.954] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.954] Core 0 | Hello world from p1008!
[2026-06-24 14:58:40.955] Core 0 | Hello world from p1008!
